Assay_Type_s	AssemblyName_s	BioSample_s	Consent_s	InsertSize_l	Library_Name_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	analyte_type_s	body_site_s	gap_consent_code_s	gap_sample_id_s	gap_subject_id_s	histological_type_s	is_tumor_s	molecular_data_type_s	sex_s	submitted_sample_id_s	submitted_subject_id_s	BioProject_s	BioSampleModel_s	Center_Name_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	gap_accession_s	source_s	study_design_s	study_name_s	submitter_handle_s
RNA-Seq	HG19_Broad_variant	SAMN02790253	none	150	Solexa-194533	8041	4191	SRR1343456	SRS628388	GTEX-ZT9W-1526-SM-4YCDE	RNA:Total RNA	Stomach	<not provided>	1273247	985230	Stomach	No	RNA Expression (NGS)	male	GTEX-ZT9W-1526-SM-4YCDE	GTEX-ZT9W	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788653	none	150	Solexa-229286	6319	2921	SRR1343481	SRS628389	GTEX-13OW8-2826-SM-5L3GC	RNA:Total RNA	Brain - Cortex	<not provided>	1270339	985090	Brain	No	RNA Expression (NGS)	male	GTEX-13OW8-2826-SM-5L3GC	GTEX-13OW8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793494	none	150	Solexa-230681	7404	3789	SRR1343501	SRS628390	GTEX-11P7K-0006-SM-5N9FM	RNA:Total RNA	Whole Blood	<not provided>	1267977	984967	Blood	No	RNA Expression (NGS)	male	GTEX-11P7K-0006-SM-5N9FM	GTEX-11P7K	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789676	none	150	Solexa-175606	5200	2136	SRR1343522	SRS628391	GTEX-X15G-0008-SM-4PR2D	RNA:Total RNA	Cells - Transformed fibroblasts	<not provided>	1272008	721005	Skin	No	RNA Expression (NGS)	female	GTEX-X15G-0008-SM-4PR2D	GTEX-X15G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788432	none	150	Solexa-215691	5897	2956	SRR1343546	SRS628392	GTEX-ZYY3-2226-SM-5E45A	RNA:Total RNA	Colon - Sigmoid	<not provided>	1273776	985262	Colon	No	RNA Expression (NGS)	female	GTEX-ZYY3-2226-SM-5E45A	GTEX-ZYY3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790587	none	150	Solexa-188439	7159	3283	SRR1343629	SRS628397	GTEX-Y5LM-1026-SM-4VDSQ	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1272235	985179	Esophagus	No	RNA Expression (NGS)	female	GTEX-Y5LM-1026-SM-4VDSQ	GTEX-Y5LM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789385	none	150	Solexa-192537	5670	2587	SRR1343653	SRS628398	GTEX-ZF2S-0826-SM-4WWBI	RNA:Total RNA	Heart - Atrial Appendage	<not provided>	1272998	985217	Heart	No	RNA Expression (NGS)	female	GTEX-ZF2S-0826-SM-4WWBI	GTEX-ZF2S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787676	none	150	Solexa-206223	7710	3831	SRR1343675	SRS628399	GTEX-ZF2S-1626-SM-57WES	RNA:Total RNA	Skin - Not Sun Exposed (Suprapubic)	<not provided>	1273006	985217	Skin	No	RNA Expression (NGS)	female	GTEX-ZF2S-1626-SM-57WES	GTEX-ZF2S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788563	none	150	Solexa-208180	7371	3742	SRR1343698	SRS628400	GTEX-ZV6S-1226-SM-59HLH	RNA:Total RNA	Colon - Transverse	<not provided>	1273395	985239	Colon	No	RNA Expression (NGS)	female	GTEX-ZV6S-1226-SM-59HLH	GTEX-ZV6S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790959	none	150	Solexa-230635	7510	3749	SRR1343720	SRS628401	GTEX-13JUV-2626-SM-5N9EB	RNA:Total RNA	Pituitary	<not provided>	1269773	985063	Pituitary	No	RNA Expression (NGS)	female	GTEX-13JUV-2626-SM-5N9EB	GTEX-13JUV	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788358	none	150	Solexa-231983	7118	3573	SRR1343741	SRS628403	GTEX-133LE-0926-SM-5P9J1	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1269194	985029	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-133LE-0926-SM-5P9J1	GTEX-133LE	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
WXS	HG19_Broad_variant	SAMN02793779	none	150	Pond-282274	4952	2230	SRR1343762	SRS628402	GTEX-SE5C-0003-SM-4X61V	DNA:DNA Genomic	Whole Blood	<not provided>	1271712	678175	Blood	No	Whole Exome (NGS)	female	GTEX-SE5C-0003-SM-4X61V	GTEX-SE5C	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791280	none	150	Solexa-224728	7549	4063	SRR1343778	SRS628404	GTEX-13FHO-3126-SM-5IJF6	RNA:Total RNA	Pituitary	<not provided>	1269580	985052	Pituitary	No	RNA Expression (NGS)	male	GTEX-13FHO-3126-SM-5IJF6	GTEX-13FHO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791531	none	150	Solexa-220281	6168	2743	SRR1343795	SRS628405	GTEX-12ZZY-1226-SM-5GCNK	RNA:Total RNA	Heart - Atrial Appendage	<not provided>	1268836	985011	Heart	No	RNA Expression (NGS)	male	GTEX-12ZZY-1226-SM-5GCNK	GTEX-12ZZY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787250	none	150	Solexa-215640	8472	4218	SRR1343818	SRS628406	GTEX-ZZPU-0626-SM-5E43T	RNA:Total RNA	Breast - Mammary Tissue	<not provided>	1273812	985265	Breast	No	RNA Expression (NGS)	female	GTEX-ZZPU-0626-SM-5E43T	GTEX-ZZPU	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793524	none	150	Solexa-229950	5430	2551	SRR1343841	SRS628407	GTEX-12WSM-0011-R3b-SM-5LZWI	RNA:Total RNA	Brain - Anterior cingulate cortex (BA24)	<not provided>	1268742	985007	Brain	No	RNA Expression (NGS)	male	GTEX-12WSM-0011-R3b-SM-5LZWI	GTEX-12WSM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788421	none	150	Solexa-232835	5826	2582	SRR1343859	SRS628408	GTEX-14C38-1426-SM-5RQHZ	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1271349	985159	Heart	No	RNA Expression (NGS)	male	GTEX-14C38-1426-SM-5RQHZ	GTEX-14C38	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790644	none	150	Solexa-229026	5496	2715	SRR1343879	SRS628409	GTEX-13FLV-0011-R9b-SM-5L3DA	RNA:Total RNA	Brain - Spinal cord (cervical c-1)	<not provided>	1269611	985054	Brain	No	RNA Expression (NGS)	male	GTEX-13FLV-0011-R9b-SM-5L3DA	GTEX-13FLV	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789380	none	150	Solexa-215531	5371	2388	SRR1343898	SRS628410	GTEX-12ZZW-0126-SM-5DUVB	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	<not provided>	1268782	985009	Skin	No	RNA Expression (NGS)	male	GTEX-12ZZW-0126-SM-5DUVB	GTEX-12ZZW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788237	none	150	Solexa-182822	7480	3558	SRR1343919	SRS628411	GTEX-YJ89-0626-SM-4TT3Z	RNA:Total RNA	Testis	<not provided>	1272594	985195	Testis	No	RNA Expression (NGS)	male	GTEX-YJ89-0626-SM-4TT3Z	GTEX-YJ89	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790405	none	150	Solexa-184476	8299	4121	SRR1343943	SRS628412	GTEX-Y114-1826-SM-4TT87	RNA:Total RNA	Uterus	<not provided>	1272164	985176	Uterus	No	RNA Expression (NGS)	female	GTEX-Y114-1826-SM-4TT87	GTEX-Y114	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791338	none	150	Solexa-215813	5813	2878	SRR1343967	SRS628414	GTEX-12BJ1-1126-SM-5EGGG	RNA:Total RNA	Pancreas	<not provided>	1268458	984991	Pancreas	No	RNA Expression (NGS)	male	GTEX-12BJ1-1126-SM-5EGGG	GTEX-12BJ1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788750	none	150	Solexa-187225	12039	6299	SRR1343986	SRS628413	K-562-SM-4U82S	RNA:Total RNA	Cells - Leukemia cell line (CML)	<not provided>	1273843	590982	Bone Marrow	Yes	RNA Expression (NGS)	female	K-562-SM-4U82S	K-562	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793099	none	150	Solexa-233475	6687	3017	SRR1344010	SRS628415	GTEX-13QJ3-0626-SM-5SI6G	RNA:Total RNA	Artery - Tibial	<not provided>	1270477	985099	Blood Vessel	No	RNA Expression (NGS)	male	GTEX-13QJ3-0626-SM-5SI6G	GTEX-13QJ3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787681	none	150	Solexa-172869	5052	2075	SRR1344034	SRS628416	GTEX-WHSE-1426-SM-4M1XG	RNA:Total RNA	Esophagus - Gastroesophageal Junction	<not provided>	1271834	720988	Esophagus	No	RNA Expression (NGS)	male	GTEX-WHSE-1426-SM-4M1XG	GTEX-WHSE	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792653	none	150	Solexa-215884	5190	2538	SRR1344060	SRS628417	GTEX-12WSG-0926-SM-5EGIH	RNA:Total RNA	Spleen	<not provided>	1268642	985001	Spleen	No	RNA Expression (NGS)	female	GTEX-12WSG-0926-SM-5EGIH	GTEX-12WSG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790618	none	150	Solexa-232469	4248	1889	SRR1344079	SRS628418	GTEX-13RTK-0826-SM-5Q5C6	RNA:Total RNA	Small Intestine - Terminal Ileum	<not provided>	1270525	985102	Small Intestine	No	RNA Expression (NGS)	male	GTEX-13RTK-0826-SM-5Q5C6	GTEX-13RTK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791643	none	150	Solexa-211494	6429	3330	SRR1344100	SRS628419	GTEX-11OF3-0626-SM-5BC4Y	RNA:Total RNA	Thyroid	<not provided>	1267937	984965	Thyroid	No	RNA Expression (NGS)	male	GTEX-11OF3-0626-SM-5BC4Y	GTEX-11OF3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791512	none	150	Solexa-224547	5079	2460	SRR1344122	SRS628420	GTEX-139D8-2926-SM-5IJBM	RNA:Total RNA	Colon - Sigmoid	<not provided>	1269317	985035	Colon	No	RNA Expression (NGS)	female	GTEX-139D8-2926-SM-5IJBM	GTEX-139D8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787468	none	150	Solexa-215677	7282	3603	SRR1344143	SRS628421	GTEX-ZYVF-1026-SM-5E44V	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1273715	985259	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-ZYVF-1026-SM-5E44V	GTEX-ZYVF	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788572	none	150	Solexa-228630	4951	2471	SRR1344166	SRS628422	GTEX-13O3O-0126-SM-5KM4E	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	<not provided>	1270032	985077	Skin	No	RNA Expression (NGS)	female	GTEX-13O3O-0126-SM-5KM4E	GTEX-13O3O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790512	none	150	Solexa-232898	4816	2146	SRR1344185	SRS628423	GTEX-145ME-1426-SM-5RQJS	RNA:Total RNA	Vagina	<not provided>	1270931	985128	Vagina	No	RNA Expression (NGS)	female	GTEX-145ME-1426-SM-5RQJS	GTEX-145ME	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788789	none	150	Solexa-233605	7345	3352	SRR1344205	SRS628424	GTEX-QEG5-0526-SM-5S2V3	RNA:Total RNA	Nerve - Tibial	<not provided>	1271571	590970	Nerve	No	RNA Expression (NGS)	male	GTEX-QEG5-0526-SM-5S2V3	GTEX-QEG5	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793771	none	150	Solexa-231170	6525	3218	SRR1344229	SRS628425	GTEX-14A5H-1826-SM-5NQAB	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1271210	985147	Esophagus	No	RNA Expression (NGS)	male	GTEX-14A5H-1826-SM-5NQAB	GTEX-14A5H	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792073	none	150	Solexa-230445	6493	3148	SRR1344253	SRS628426	GTEX-13NYS-0126-SM-5MR3W	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	<not provided>	1269919	985070	Skin	No	RNA Expression (NGS)	male	GTEX-13NYS-0126-SM-5MR3W	GTEX-13NYS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787509	none	150	Solexa-206134	5033	2345	SRR1344271	SRS628427	GTEX-ZE7O-0626-SM-57WCD	RNA:Total RNA	Heart - Atrial Appendage	<not provided>	1272896	985212	Heart	No	RNA Expression (NGS)	female	GTEX-ZE7O-0626-SM-57WCD	GTEX-ZE7O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787804	none	150	Solexa-174438	8472	3823	SRR1344294	SRS628428	GTEX-WK11-2626-SM-4OOSK	RNA:Total RNA	Prostate	<not provided>	1271863	720990	Prostate	No	RNA Expression (NGS)	male	GTEX-WK11-2626-SM-4OOSK	GTEX-WK11	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791987	none	150	Solexa-233006	4328	1851	SRR1344326	SRS628429	GTEX-1211K-0001-SM-5S2P9	RNA:Total RNA	Cells - EBV-transformed lymphocytes	<not provided>	1268328	984985	Blood	No	RNA Expression (NGS)	female	GTEX-1211K-0001-SM-5S2P9	GTEX-1211K	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787342	none	150	Solexa-229871	6151	2882	SRR1344346	SRS628430	GTEX-13113-1126-SM-5LZU9	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1268912	985015	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-13113-1126-SM-5LZU9	GTEX-13113	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790160	none	150	Solexa-227129	5935	3209	SRR1344364	SRS628431	GTEX-13W3W-2026-SM-5K7UL	RNA:Total RNA	Small Intestine - Terminal Ileum	<not provided>	1270684	985111	Small Intestine	No	RNA Expression (NGS)	female	GTEX-13W3W-2026-SM-5K7UL	GTEX-13W3W	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793439	none	150	Solexa-229366	7923	3866	SRR1344382	SRS628432	GTEX-13VXU-0326-SM-5LU36	RNA:Total RNA	Muscle - Skeletal	<not provided>	1270656	985110	Muscle	No	RNA Expression (NGS)	male	GTEX-13VXU-0326-SM-5LU36	GTEX-13VXU	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787216	none	150	Solexa-211531	6362	3298	SRR1344400	SRS628434	GTEX-12WSN-0626-SM-5BC61	RNA:Total RNA	Lung	<not provided>	1268764	985008	Lung	No	RNA Expression (NGS)	male	GTEX-12WSN-0626-SM-5BC61	GTEX-12WSN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789774	none	150	Solexa-206185	5501	2726	SRR1344422	SRS628433	GTEX-ZPIC-2526-SM-57WDP	RNA:Total RNA	Muscle - Skeletal	<not provided>	1273165	985226	Muscle	No	RNA Expression (NGS)	female	GTEX-ZPIC-2526-SM-57WDP	GTEX-ZPIC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788617	none	150	Solexa-176198	4341	1926	SRR1344445	SRS628435	GTEX-QV44-0326-SM-4R1KD	RNA:Total RNA	Liver	<not provided>	1271638	590976	Liver	No	RNA Expression (NGS)	male	GTEX-QV44-0326-SM-4R1KD	GTEX-QV44	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790527	none	150	Solexa-233047	4390	1870	SRR1344462	SRS628436	GTEX-13RTK-0526-SM-5S2QF	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1270522	985102	Esophagus	No	RNA Expression (NGS)	male	GTEX-13RTK-0526-SM-5S2QF	GTEX-13RTK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791839	none	150	Solexa-218743	6508	3025	SRR1345146	SRS628778	GTEX-12584-0226-SM-5EQL5	RNA:Total RNA	Adipose - Subcutaneous	<not provided>	1268390	984988	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-12584-0226-SM-5EQL5	GTEX-12584	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787597	none	150	Solexa-208154	6310	3266	SRR1345178	SRS628779	GTEX-12WSD-2326-SM-59HKQ	RNA:Total RNA	Stomach	<not provided>	1268607	984998	Stomach	No	RNA Expression (NGS)	female	GTEX-12WSD-2326-SM-59HKQ	GTEX-12WSD	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792697	none	150	Solexa-220372	5795	2755	SRR1345200	SRS628780	GTEX-117XS-2026-SM-5GID1	RNA:Total RNA	Testis	<not provided>	1267412	984937	Testis	No	RNA Expression (NGS)	male	GTEX-117XS-2026-SM-5GID1	GTEX-117XS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792609	none	150	Solexa-231925	11493	5730	SRR1345221	SRS628781	GTEX-PWCY-0526-SM-5P9HG	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1271526	590957	Heart	No	RNA Expression (NGS)	female	GTEX-PWCY-0526-SM-5P9HG	GTEX-PWCY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789294	none	150	Solexa-192527	8327	3794	SRR1345244	SRS628782	GTEX-ZF29-2026-SM-4WWB7	RNA:Total RNA	Liver	<not provided>	1272987	985216	Liver	No	RNA Expression (NGS)	female	GTEX-ZF29-2026-SM-4WWB7	GTEX-ZF29	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793562	none	150	Solexa-230498	6929	3546	SRR1345266	SRS628783	GTEX-11NUK-0005-SM-5MR5F	RNA:Total RNA	Whole Blood	<not provided>	1267859	984961	Blood	No	RNA Expression (NGS)	male	GTEX-11NUK-0005-SM-5MR5F	GTEX-11NUK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791721	none	150	Solexa-214171	6143	3149	SRR1345284	SRS628784	GTEX-YEC3-2126-SM-5CVLR	RNA:Total RNA	Muscle - Skeletal	<not provided>	1272459	985189	Muscle	No	RNA Expression (NGS)	male	GTEX-YEC3-2126-SM-5CVLR	GTEX-YEC3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787751	none	150	Solexa-208171	12082	6069	SRR1345307	SRS628785	GTEX-1211K-2426-SM-59HL8	RNA:Total RNA	Artery - Tibial	<not provided>	1268352	984985	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-1211K-2426-SM-59HL8	GTEX-1211K	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789423	none	150	Solexa-229892	5347	2522	SRR1345329	SRS628786	GTEX-1313W-3226-SM-5LZUU	RNA:Total RNA	Pituitary	<not provided>	1268950	985016	Pituitary	No	RNA Expression (NGS)	female	GTEX-1313W-3226-SM-5LZUU	GTEX-1313W	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
